"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Income source","Sex","Total population 15 years and over, 2006","Total population 15 years and over, 2016","Number of income recipients, 2005","Number of income recipients, 2015","Median amount (2015 constant dollars), 2005","Median amount (2015 constant dollars), 2015","Median amount (2015 constant dollars), % change"
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","After-tax income","Males",4100,4005,3895,3875,28786,28360,-1.5
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","After-tax income","Females",4605,4535,4340,4375,19034,21000,10.3
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","Employment income","Both sexes",8710,8535,4960,4820,24817,25577,3.1
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","Employment income","Males",4100,4005,2700,2510,31921,28454,-10.9
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","Employment income","Females",4605,4535,2260,2315,18947,22801,20.3
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Total income","Both sexes",693045,807625,662180,772670,39112,42048,7.5
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Total income","Males",333370,390280,319340,373435,47643,48685,2.2
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Total income","Females",359670,417345,342840,399230,32636,37030,13.5
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","After-tax income","Both sexes",693045,807625,662110,772945,34344,37276,8.5
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","After-tax income","Males",333370,390280,319280,373470,40682,42389,4.2
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","After-tax income","Females",359670,417345,342825,399475,29365,33232,13.2
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Employment income","Both sexes",693045,807625,508690,580875,40711,41100,1.0
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Employment income","Males",333370,390280,258315,292860,47291,46359,-2.0
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Employment income","Females",359670,417345,250370,288015,35227,36799,4.5
"403","Matane","CA","Quebec","24","",4.8,"00000","Total income","Both sexes",15695,14975,14935,14650,24069,29647,23.2
"403","Matane","CA","Quebec","24","",4.8,"00000","Total income","Males",7610,7420,7350,7275,30701,34794,13.3
"403","Matane","CA","Quebec","24","",4.8,"00000","Total income","Females",8080,7550,7590,7375,19774,24878,25.8
"403","Matane","CA","Quebec","24","",4.8,"00000","After-tax income","Both sexes",15695,14975,14950,14655,22690,26741,17.9
"403","Matane","CA","Quebec","24","",4.8,"00000","After-tax income","Males",7610,7420,7350,7275,27907,30595,9.6
"403","Matane","CA","Quebec","24","",4.8,"00000","After-tax income","Females",8080,7550,7600,7380,19263,23182,20.3
"403","Matane","CA","Quebec","24","",4.8,"00000","Employment income","Both sexes",15695,14975,9700,9510,24771,28214,13.9
"403","Matane","CA","Quebec","24","",4.8,"00000","Employment income","Males",7610,7420,5170,5025,30391,31825,4.7
"403","Matane","CA","Quebec","24","",4.8,"00000","Employment income","Females",8080,7550,4535,4485,21141,25041,18.4
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Total income","Both sexes",42410,45345,40440,44285,28129,34077,21.1
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Total income","Males",20340,21980,19565,21475,33234,38480,15.8
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Total income","Females",22070,23365,20875,22815,24493,30065,22.7
"404","Rimouski","CA","Quebec","24","",4.0,"00000","After-tax income","Both sexes",42410,45345,40425,44300,26040,30101,15.6
"404","Rimouski","CA","Quebec","24","",4.0,"00000","After-tax income","Males",20340,21980,19560,21475,29508,33382,13.1
"404","Rimouski","CA","Quebec","24","",4.0,"00000","After-tax income","Females",22070,23365,20865,22825,23173,27070,16.8
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Employment income","Both sexes",42410,45345,29250,31150,28055,30187,7.6
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Employment income","Males",20340,21980,15000,15950,31933,33608,5.2
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Employment income","Females",22070,23365,14255,15200,24312,27015,11.1
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","Total income","Both sexes",22450,23220,21620,22775,28582,33622,17.6
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","Total income","Males",10860,11365,10495,11150,35222,39531,12.2
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","Total income","Females",11590,11855,11130,11620,23181,28432,22.7
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","After-tax income","Both sexes",22450,23220,21630,22775,26160,29869,14.2
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","After-tax income","Males",10860,11365,10500,11150,30841,34233,11.0
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","After-tax income","Females",11590,11855,11130,11625,22096,25900,17.2
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","Employment income","Both sexes",22450,23220,15850,16410,27220,30675,12.7
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","Employment income","Males",10860,11365,8260,8630,33464,35946,7.4
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","Employment income","Females",11590,11855,7585,7780,21983,26048,18.5
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","Total income","Both sexes",24140,22910,22770,22255,34077,36995,8.6
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","Total income","Males",12260,11540,11760,11305,50618,46214,-8.7
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","Total income","Females",11885,11365,11010,10945,22716,27672,21.8
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","After-tax income","Both sexes",24140,22910,22765,22265,30637,32330,5.5
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","After-tax income","Males",12260,11540,11760,11305,41454,39079,-5.7
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","After-tax income","Females",11885,11365,11005,10955,21765,25022,15.0
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","Employment income","Both sexes",24140,22910,17125,16125,36871,34054,-7.6
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","Employment income","Males",12260,11540,9545,8560,55892,44260,-20.8
"406","Baie-Comeau","CA","Quebec","24","",4.5,"00000","Employment income","Females",11885,11365,7585,7565,23596,26533,12.4
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","Total income","Both sexes",129675,133005,121740,128760,27529,33391,21.3
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","Total income","Males",63530,66340,60690,64675,38731,41602,7.4
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","Total income","Females",66150,66665,61050,64085,19573,25465,30.1
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","After-tax income","Both sexes",129675,133005,121750,128855,25604,29700,16.0
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","After-tax income","Males",63530,66340,60690,64675,33674,35976,6.8
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","After-tax income","Females",66150,66665,61060,64180,19120,23547,23.2
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","Employment income","Both sexes",129675,133005,84585,90735,28255,29769,5.4
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","Employment income","Males",63530,66340,47060,49930,36797,35344,-3.9
"408","Saguenay","CMA","Quebec","24","",3.8,"00000","Employment income","Females",66150,66665,37525,40810,20390,24674,21.0
"410","Alma","CA","Quebec","24","",3.7,"00000","Total income","Both sexes",26280,26560,24785,25820,27538,31853,15.7
"410","Alma","CA","Quebec","24","",3.7,"00000","Total income","Males",12885,13250,12360,12955,38654,40381,4.5
"410","Alma","CA","Quebec","24","",3.7,"00000","Total income","Females",13390,13310,12425,12870,19234,24354,26.6
"410","Alma","CA","Quebec","24","",3.7,"00000","After-tax income","Both sexes",26280,26560,24785,25830,25532,28570,11.9
"410","Alma","CA","Quebec","24","",3.7,"00000","After-tax income","Males",12885,13250,12360,12955,33533,35253,5.1
"410","Alma","CA","Quebec","24","",3.7,"00000","After-tax income","Females",13390,13310,12425,12880,18954,22776,20.2
"410","Alma","CA","Quebec","24","",3.7,"00000","Employment income","Both sexes",26280,26560,16640,17700,28446,28648,0.7
"410","Alma","CA","Quebec","24","",3.7,"00000","Employment income","Males",12885,13250,9340,9630,39752,35843,-9.8
"410","Alma","CA","Quebec","24","",3.7,"00000","Employment income","Females",13390,13310,7305,8070,20184,22860,13.3
"411","Dolbeau-Mistassini","CA","Quebec","24","",4.5,"00000","Total income","Both sexes",13210,12455,12345,12150,24873,29901,20.2
"411","Dolbeau-Mistassini","CA","Quebec","24","",4.5,"00000","Total income","Males",6540,6230,6275,6120,35831,38063,6.2
"411","Dolbeau-Mistassini","CA","Quebec","24","",4.5,"00000","Total income","Females",6675,6225,6075,6030,18018,22520,25.0
"411","Dolbeau-Mistassini","CA","Quebec","24","",4.5,"00000","After-tax income","Both sexes",13210,12455,12345,12155,23515,27233,15.8
"411","Dolbeau-Mistassini","CA","Quebec","24","",4.5,"00000","After-tax income","Males",6540,6230,6270,6120,31979,33558,4.9
"411","Dolbeau-Mistassini","CA","Quebec","24","",4.5,"00000","After-tax income","Females",6675,6225,6075,6035,17745,21270,19.9
"411","Dolbeau-Mistassini","CA","Quebec","24","",4.5,"00000","Employment income","Both sexes",13210,12455,8295,8225,24834,27065,9.0
"411","Dolbeau-Mistassini","CA","Quebec","24","",4.5,"00000","Employment income","Males",6540,6230,4725,4430,35093,35055,-0.1
"411","Dolbeau-Mistassini","CA","Quebec","24","",4.5,"00000","Employment income","Females",6675,6225,3570,3790,15837,21331,34.7
"412","Sept-Îles","CA","Quebec","24","",5.2,"00000","Total income","Both sexes",22160,22785,21175,22095,31774,37233,17.2
"412","Sept-Îles","CA","Quebec","24","",5.2,"00000","Total income","Males",11005,11485,10655,11185,40784,45875,12.5
"412","Sept-Îles","CA","Quebec","24","",5.2,"00000","Total income","Females",11150,11295,10525,10910,22627,29704,31.3
"412","Sept-Îles","CA","Quebec","24","",5.2,"00000","After-tax income","Both sexes",22160,22785,21175,22105,28725,32802,14.2
"412","Sept-Îles","CA","Quebec","24","",5.2,"00000","After-tax income","Males",11005,11485,10655,11185,35150,38945,10.8
"412","Sept-Îles","CA","Quebec","24","",5.2,"00000","After-tax income","Females",11150,11295,10525,10925,21809,26683,22.3
"412","Sept-Îles","CA","Quebec","24","",5.2,"00000","Employment income","Both sexes",22160,22785,16025,17045,30320,35080,15.7
"412","Sept-Îles","CA","Quebec","24","",5.2,"00000","Employment income","Males",11005,11485,8545,9225,42065,43532,3.5
"412","Sept-Îles","CA","Quebec","24","",5.2,"00000","Employment income","Females",11150,11295,7480,7820,22811,28578,25.3
"421","Québec","CMA","Quebec","24","",4.0,"00000","Total income","Both sexes",594425,654810,571725,641470,32671,38249,17.1
"421","Québec","CMA","Quebec","24","",4.0,"00000","Total income","Males",285840,319845,276975,313630,39394,43201,9.7
"421","Québec","CMA","Quebec","24","",4.0,"00000","Total income","Females",308585,334960,294750,327840,26739,33775,26.3
"421","Québec","CMA","Quebec","24","",4.0,"00000","After-tax income","Both sexes",594425,654810,571810,641595,29409,33322,13.3
"421","Québec","CMA","Quebec","24","",4.0,"00000","After-tax income","Males",285840,319845,276985,313645,33873,36934,9.0
"421","Québec","CMA","Quebec","24","",4.0,"00000","After-tax income","Females",308585,334960,294820,327950,24951,29934,20.0
"421","Québec","CMA","Quebec","24","",4.0,"00000","Employment income","Both sexes",594425,654810,423965,478745,33434,35466,6.1
"421","Québec","CMA","Quebec","24","",4.0,"00000","Employment income","Males",285840,319845,218555,247190,39026,39498,1.2
"421","Québec","CMA","Quebec","24","",4.0,"00000","Employment income","Females",308585,334960,205410,231560,28206,31639,12.2
"423","Sainte-Marie","CA","Quebec","24","",3.5,"00000","Total income","Both sexes",9460,10685,9115,10480,31813,36185,13.7
"423","Sainte-Marie","CA","Quebec","24","",3.5,"00000","Total income","Males",4745,5375,4640,5290,40246,41500,3.1
"423","Sainte-Marie","CA","Quebec","24","",3.5,"00000","Total income","Females",4720,5310,4475,5185,23166,30109,30.0
"423","Sainte-Marie","CA","Quebec","24","",3.5,"00000","After-tax income","Both sexes",9460,10685,9115,10485,28359,31746,11.9
"423","Sainte-Marie","CA","Quebec","24","",3.5,"00000","After-tax income","Males",4745,5375,4640,5295,34202,35499,3.8
"423","Sainte-Marie","CA","Quebec","24","",3.5,"00000","After-tax income","Females",4720,5310,4475,5190,22165,27351,23.4
"423","Sainte-Marie","CA","Quebec","24","",3.5,"00000","Employment income","Both sexes",9460,10685,7085,8140,32386,33395,3.1
"423","Sainte-Marie","CA","Quebec","24","",3.5,"00000","Employment income","Males",4745,5375,3895,4325,40232,39259,-2.4
"423","Sainte-Marie","CA","Quebec","24","",3.5,"00000","Employment income","Females",4720,5310,3190,3815,23339,27302,17.0
"428","Saint-Georges","CA","Quebec","24","",4.5,"00000","Total income","Both sexes",24025,25970,23055,25475,28277,32458,14.8
"428","Saint-Georges","CA","Quebec","24","",4.5,"00000","Total income","Males",11940,12885,11630,12670,35998,38481,6.9
"428","Saint-Georges","CA","Quebec","24","",4.5,"00000","Total income","Females",12090,13090,11425,12810,22150,27001,21.9
"428","Saint-Georges","CA","Quebec","24","",4.5,"00000","After-tax income","Both sexes",24025,25970,23050,25480,26266,29144,11.0
"428","Saint-Georges","CA","Quebec","24","",4.5,"00000","After-tax income","Males",11940,12885,11630,12670,31273,33415,6.8
"428","Saint-Georges","CA","Quebec","24","",4.5,"00000","After-tax income","Females",12090,13090,11420,12810,21195,25018,18.0
"428","Saint-Georges","CA","Quebec","24","",4.5,"00000","Employment income","Both sexes",24025,25970,17305,18400,29327,30563,4.2
"428","Saint-Georges","CA","Quebec","24","",4.5,"00000","Employment income","Males",11940,12885,9175,9720,37462,36820,-1.7
"428","Saint-Georges","CA","Quebec","24","",4.5,"00000","Employment income","Females",12090,13090,8130,8680,21666,24744,14.2
"430","Thetford Mines","CA","Quebec","24","",5.3,"00000","Total income","Both sexes",24125,23260,23205,22825,25831,29370,13.7
"430","Thetford Mines","CA","Quebec","24","",5.3,"00000","Total income","Males",11625,11390,11395,11210,31617,34390,8.8
"430","Thetford Mines","CA","Quebec","24","",5.3,"00000","Total income","Females",12505,11870,11810,11620,20608,24339,18.1
"430","Thetford Mines","CA","Quebec","24","",5.3,"00000","After-tax income","Both sexes",24125,23260,23205,22835,24315,26730,9.9
"430","Thetford Mines","CA","Quebec","24","",5.3,"00000","After-tax income","Males",11625,11390,11395,11210,28637,30616,6.9
"430","Thetford Mines","CA","Quebec","24","",5.3,"00000","After-tax income","Females",12505,11870,11810,11625,19994,22919,14.6
"430","Thetford Mines","CA","Quebec","24","",5.3,"00000","Employment income","Both sexes",24125,23260,15600,14555,24217,28008,15.7
"430","Thetford Mines","CA","Quebec","24","",5.3,"00000","Employment income","Males",11625,11390,8575,7765,28373,32142,13.3
"430","Thetford Mines","CA","Quebec","24","",5.3,"00000","Employment income","Females",12505,11870,7025,6795,20493,23454,14.4
"433","Sherbrooke","CMA","Quebec","24","",4.2,"00000","Total income","Both sexes",154990,171580,148115,166205,28654,31720,10.7
"433","Sherbrooke","CMA","Quebec","24","",4.2,"00000","Total income","Males",74540,83760,71750,81210,34965,35988,2.9
"433","Sherbrooke","CMA","Quebec","24","",4.2,"00000","Total income","Females",80450,87825,76360,85000,23745,27977,17.8
"433","Sherbrooke","CMA","Quebec","24","",4.2,"00000","After-tax income","Both sexes",154990,171580,148100,166250,26279,28534,8.6
