"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Low-income concepts","Age groups","Population in private households for income status, 2006","Population in private households for income status, 2016","Number of persons in low income, 2005","Number of persons in low income, 2015","Prevalence of low income (%), 2005","Prevalence of low income (%), 2015","Prevalence of low income (%), Difference"
"24505","Ottawa - Gatineau (Quebec part)","CMA","Ontario","35","35",3.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",66305,72220,7200,6375,10.9,8.8,-2.1
"24505","Ottawa - Gatineau (Quebec part)","CMA","Ontario","35","35",3.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",19210,24640,2440,2375,12.7,9.6,-3.1
"24505","Ottawa - Gatineau (Quebec part)","CMA","Ontario","35","35",3.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",193170,212940,20645,19965,10.7,9.4,-1.3
"24505","Ottawa - Gatineau (Quebec part)","CMA","Ontario","35","35",3.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",27475,42230,2820,3060,10.3,7.2,-3.1
"305","Moncton","CMA","New Brunswick","13","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",124465,141480,17945,21870,14.4,15.5,1.1
"305","Moncton","CMA","New Brunswick","13","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",25050,27285,4635,5525,18.5,20.2,1.7
"305","Moncton","CMA","New Brunswick","13","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",7615,8750,1710,2000,22.5,22.9,0.4
"305","Moncton","CMA","New Brunswick","13","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",83385,90820,11175,12825,13.4,14.1,0.7
"305","Moncton","CMA","New Brunswick","13","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",16030,23370,2135,3515,13.3,15.0,1.7
"305","Moncton","CMA","New Brunswick","13","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",124410,141475,12440,11735,10.0,8.3,-1.7
"305","Moncton","CMA","New Brunswick","13","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",25000,27290,2905,2860,11.6,10.5,-1.1
"305","Moncton","CMA","New Brunswick","13","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",7590,8755,1065,1065,14.0,12.2,-1.8
"305","Moncton","CMA","New Brunswick","13","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",83385,90820,8780,8240,10.5,9.1,-1.4
"305","Moncton","CMA","New Brunswick","13","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",16025,23370,760,640,4.7,2.7,-2.0
"310","Saint John","CMA","New Brunswick","13","",3.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",121365,123520,19440,20650,16.0,16.7,0.7
"310","Saint John","CMA","New Brunswick","13","",3.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",26900,24660,5630,5695,20.9,23.1,2.2
"310","Saint John","CMA","New Brunswick","13","",3.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",7700,7585,1840,2000,23.9,26.4,2.5
"310","Saint John","CMA","New Brunswick","13","",3.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",78550,77785,11710,11725,14.9,15.1,0.2
"310","Saint John","CMA","New Brunswick","13","",3.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",15915,21080,2095,3225,13.2,15.3,2.1
"310","Saint John","CMA","New Brunswick","13","",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",121335,123520,12950,10475,10.7,8.5,-2.2
"310","Saint John","CMA","New Brunswick","13","",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",26870,24660,3610,2820,13.4,11.4,-2.0
"310","Saint John","CMA","New Brunswick","13","",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",7695,7585,1270,1060,16.5,14.0,-2.5
"310","Saint John","CMA","New Brunswick","13","",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",78550,77780,8700,7150,11.1,9.2,-1.9
"310","Saint John","CMA","New Brunswick","13","",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",15915,21080,645,505,4.1,2.4,-1.7
"320","Fredericton","CA","New Brunswick","13","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",88115,98845,12220,15295,13.9,15.5,1.6
"320","Fredericton","CA","New Brunswick","13","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",18290,19485,3240,4015,17.7,20.6,2.9
"320","Fredericton","CA","New Brunswick","13","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",5495,6370,1115,1430,20.3,22.4,2.1
"320","Fredericton","CA","New Brunswick","13","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",58980,63690,7855,9190,13.3,14.4,1.1
"320","Fredericton","CA","New Brunswick","13","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",10840,15665,1125,2090,10.4,13.3,2.9
"320","Fredericton","CA","New Brunswick","13","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",88100,98840,8390,8585,9.5,8.7,-0.8
"320","Fredericton","CA","New Brunswick","13","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",18280,19485,2005,2020,11.0,10.4,-0.6
"320","Fredericton","CA","New Brunswick","13","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",5495,6370,680,725,12.4,11.4,-1.0
"320","Fredericton","CA","New Brunswick","13","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",58985,63690,6005,6260,10.2,9.8,-0.4
"320","Fredericton","CA","New Brunswick","13","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",10845,15665,380,305,3.5,1.9,-1.6
"328","Bathurst","CA","New Brunswick","13","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",31705,30125,5870,5630,18.5,18.7,0.2
"328","Bathurst","CA","New Brunswick","13","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",6080,4550,1385,1015,22.8,22.3,-0.5
"328","Bathurst","CA","New Brunswick","13","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1575,1290,445,370,28.3,28.7,0.4
"328","Bathurst","CA","New Brunswick","13","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",20980,18575,3590,2970,17.1,16.0,-1.1
"328","Bathurst","CA","New Brunswick","13","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",4645,7000,895,1645,19.3,23.5,4.2
"328","Bathurst","CA","New Brunswick","13","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",31700,30130,3185,1965,10.0,6.5,-3.5
"328","Bathurst","CA","New Brunswick","13","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",6075,4550,825,365,13.6,8.0,-5.6
"328","Bathurst","CA","New Brunswick","13","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1575,1290,245,135,15.6,10.5,-5.1
"328","Bathurst","CA","New Brunswick","13","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",20980,18570,2255,1470,10.7,7.9,-2.8
"328","Bathurst","CA","New Brunswick","13","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",4645,7005,115,130,2.5,1.9,-0.6
"329","Miramichi","CA","New Brunswick","13","",3.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",27450,26170,4630,4320,16.9,16.5,-0.4
"329","Miramichi","CA","New Brunswick","13","",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",5470,4525,1250,1010,22.9,22.3,-0.6
"329","Miramichi","CA","New Brunswick","13","",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1415,1370,310,405,21.9,29.6,7.7
"329","Miramichi","CA","New Brunswick","13","",3.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",17620,15775,2745,2235,15.6,14.2,-1.4
"329","Miramichi","CA","New Brunswick","13","",3.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",4355,5870,635,1075,14.6,18.3,3.7
"329","Miramichi","CA","New Brunswick","13","",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",27450,26175,2205,1475,8.0,5.6,-2.4
"329","Miramichi","CA","New Brunswick","13","",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",5475,4525,600,360,11.0,8.0,-3.0
"329","Miramichi","CA","New Brunswick","13","",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1415,1375,165,140,11.7,10.2,-1.5
"329","Miramichi","CA","New Brunswick","13","",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",17625,15780,1550,1035,8.8,6.6,-2.2
"329","Miramichi","CA","New Brunswick","13","",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",4355,5870,50,85,1.1,1.4,0.3
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",15410,13915,3460,3040,22.5,21.8,-0.7
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3075,2175,960,605,31.2,27.8,-3.4
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",795,650,330,215,41.5,33.1,-8.4
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",9830,8680,2040,1635,20.8,18.8,-2.0
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",2500,3060,465,805,18.6,26.3,7.7
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",15405,13920,1645,1155,10.7,8.3,-2.4
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3075,2175,470,235,15.3,10.8,-4.5
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",795,645,165,90,20.8,14.0,-6.8
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",9835,8685,1145,860,11.6,9.9,-1.7
"330","Campbellton","CA","New Brunswick","13","24",6.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",2495,3055,30,65,1.2,2.1,0.9
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",23290,22310,3845,4055,16.5,18.2,1.7
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",4185,3710,790,795,18.9,21.4,2.5
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1155,1095,200,275,17.3,25.1,7.8
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",15785,13900,2450,2150,15.5,15.5,0.0
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3315,4700,610,1115,18.4,23.7,5.3
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",23290,22310,1905,1335,8.2,6.0,-2.2
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",4185,3710,445,230,10.6,6.2,-4.4
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1155,1090,95,90,8.2,8.3,0.1
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",15785,13900,1380,1035,8.7,7.4,-1.3
"335","Edmundston","CA","New Brunswick","13","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3315,4695,80,70,2.4,1.5,-0.9
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",10320,9820,2700,2710,26.2,27.6,1.4
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",2010,1585,755,580,37.6,36.6,-1.0
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",560,450,235,180,42.0,40.0,-2.0
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",6465,5780,1515,1545,23.4,26.7,3.3
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",1845,2455,430,580,23.3,23.6,0.3
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",10320,9820,1150,905,11.1,9.2,-1.9
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",2010,1585,310,180,15.4,11.4,-4.0
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",560,450,115,60,20.5,13.3,-7.2
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",6465,5780,830,685,12.8,11.9,-0.9
"35502","Hawkesbury (Ontario part)","CA","Ontario","35","24",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",1845,2455,10,45,0.5,1.8,1.3
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",845680,973345,98065,118865,11.6,12.2,0.6
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",188170,200185,28970,31065,15.4,15.5,0.1
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",56070,63015,9415,10460,16.8,16.6,-0.2
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",561770,632875,62075,74715,11.0,11.8,0.8
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",95740,140285,7025,13090,7.3,9.3,2.0
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",845585,973345,100270,100200,11.9,10.3,-1.6
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",188070,200185,27215,22975,14.5,11.5,-3.0
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",56015,63015,8985,7870,16.0,12.5,-3.5
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",561770,632880,66660,68945,11.9,10.9,-1.0
"35505","Ottawa - Gatineau (Ontario part)","CMA","Ontario","35","24",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",95740,140285,6395,8280,6.7,5.9,-0.8
"403","Matane","CA","Quebec","24","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",18225,17245,3345,3110,18.4,18.0,-0.4
"403","Matane","CA","Quebec","24","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3300,2735,525,360,15.9,13.2,-2.7
"403","Matane","CA","Quebec","24","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",895,890,110,120,12.3,13.5,1.2
"403","Matane","CA","Quebec","24","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",12035,10430,2090,1565,17.4,15.0,-2.4
"403","Matane","CA","Quebec","24","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",2895,4080,735,1180,25.4,28.9,3.5
"403","Matane","CA","Quebec","24","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",18225,17245,1520,995,8.3,5.8,-2.5
"403","Matane","CA","Quebec","24","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3300,2735,275,105,8.3,3.8,-4.5
"403","Matane","CA","Quebec","24","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",900,890,55,30,6.1,3.4,-2.7
"403","Matane","CA","Quebec","24","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",12035,10430,1165,845,9.7,8.1,-1.6
"403","Matane","CA","Quebec","24","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",2895,4080,70,50,2.4,1.2,-1.2
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",49910,53345,7355,6980,14.7,13.1,-1.6
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",9435,9450,1135,835,12.0,8.8,-3.2
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2655,3270,285,255,10.7,7.8,-2.9
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",33865,33490,5085,4180,15.0,12.5,-2.5
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",6610,10400,1130,1965,17.1,18.9,1.8
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",49910,53345,4705,3245,9.4,6.1,-3.3
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",9435,9450,605,330,6.4,3.5,-2.9
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2660,3270,155,85,5.8,2.6,-3.2
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",33865,33490,3740,2745,11.0,8.2,-2.8
"404","Rimouski","CA","Quebec","24","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",6615,10400,360,170,5.4,1.6,-3.8
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",26610,27715,3515,3425,13.2,12.4,-0.8
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",5185,5330,545,490,10.5,9.2,-1.3
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1655,1765,205,160,12.4,9.1,-3.3
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",17875,17015,2440,1885,13.7,11.1,-2.6
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3555,5370,525,1050,14.8,19.6,4.8
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",26610,27715,1485,1080,5.6,3.9,-1.7
"405","Rivière-du-Loup","CA","Quebec","24","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",5180,5330,190,120,3.7,2.3,-1.4
