"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Global non-response rate","Data quality flag","Low-income concepts","Age groups","Population in private households for income status, 2006","Population in private households for income status, 2016","Number of persons in low income, 2005","Number of persons in low income, 2015","Prevalence of low income (%), 2005","Prevalence of low income (%), 2015","Prevalence of low income (%), Difference"
"1202","Yarmouth","County","Nova Scotia","12",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",5415,4160,725,365,13.4,8.8,-4.6
"1202","Yarmouth","County","Nova Scotia","12",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1480,1180,235,120,15.9,10.2,-5.7
"1202","Yarmouth","County","Nova Scotia","12",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",16155,14275,1565,1005,9.7,7.0,-2.7
"1202","Yarmouth","County","Nova Scotia","12",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",4025,5315,105,75,2.6,1.4,-1.2
"1203","Digby","County","Nova Scotia","12",4.2,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",18550,16905,4050,3825,21.8,22.6,0.8
"1203","Digby","County","Nova Scotia","12",4.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3530,2515,1045,700,29.6,27.8,-1.8
"1203","Digby","County","Nova Scotia","12",4.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",915,630,305,210,33.3,33.3,0.0
"1203","Digby","County","Nova Scotia","12",4.2,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",11625,10060,2245,1890,19.3,18.8,-0.5
"1203","Digby","County","Nova Scotia","12",4.2,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3400,4325,760,1230,22.4,28.4,6.0
"1203","Digby","County","Nova Scotia","12",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",18530,16905,1325,1040,7.2,6.2,-1.0
"1203","Digby","County","Nova Scotia","12",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3515,2520,335,200,9.5,7.9,-1.6
"1203","Digby","County","Nova Scotia","12",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",905,635,75,70,8.3,11.0,2.7
"1203","Digby","County","Nova Scotia","12",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",11625,10065,920,750,7.9,7.5,-0.4
"1203","Digby","County","Nova Scotia","12",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3395,4325,70,85,2.1,2.0,-0.1
"1204","Queens","County","Nova Scotia","12",4.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",10930,10125,2360,2480,21.6,24.5,2.9
"1204","Queens","County","Nova Scotia","12",4.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",2050,1515,580,460,28.3,30.4,2.1
"1204","Queens","County","Nova Scotia","12",4.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",555,405,185,155,33.3,38.3,5.0
"1204","Queens","County","Nova Scotia","12",4.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",6875,5840,1360,1330,19.8,22.8,3.0
"1204","Queens","County","Nova Scotia","12",4.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",2000,2770,415,690,20.8,24.9,4.1
"1204","Queens","County","Nova Scotia","12",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",10930,10130,965,760,8.8,7.5,-1.3
"1204","Queens","County","Nova Scotia","12",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",2055,1515,210,150,10.2,9.9,-0.3
"1204","Queens","County","Nova Scotia","12",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",555,405,45,50,8.1,12.3,4.2
"1204","Queens","County","Nova Scotia","12",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",6875,5840,720,580,10.5,9.9,-0.6
"1204","Queens","County","Nova Scotia","12",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",2000,2770,30,35,1.5,1.3,-0.2
"1205","Annapolis","County","Nova Scotia","12",4.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",21005,20170,5110,5110,24.3,25.3,1.0
"1205","Annapolis","County","Nova Scotia","12",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3990,3310,1295,1140,32.5,34.4,1.9
"1205","Annapolis","County","Nova Scotia","12",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1085,945,430,355,39.6,37.6,-2.0
"1205","Annapolis","County","Nova Scotia","12",4.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",12990,11605,2990,2735,23.0,23.6,0.6
"1205","Annapolis","County","Nova Scotia","12",4.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",4020,5250,825,1235,20.5,23.5,3.0
"1205","Annapolis","County","Nova Scotia","12",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",20990,20170,1825,1460,8.7,7.2,-1.5
"1205","Annapolis","County","Nova Scotia","12",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3980,3310,385,340,9.7,10.3,0.6
"1205","Annapolis","County","Nova Scotia","12",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1075,945,115,120,10.7,12.7,2.0
"1205","Annapolis","County","Nova Scotia","12",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",12990,11605,1335,1050,10.3,9.0,-1.3
"1205","Annapolis","County","Nova Scotia","12",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",4020,5250,105,65,2.6,1.2,-1.4
"1206","Lunenburg","County","Nova Scotia","12",4.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",46345,46205,8355,8665,18.0,18.8,0.8
"1206","Lunenburg","County","Nova Scotia","12",4.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",8325,7115,1820,1655,21.9,23.3,1.4
"1206","Lunenburg","County","Nova Scotia","12",4.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2120,2145,495,580,23.3,27.0,3.7
"1206","Lunenburg","County","Nova Scotia","12",4.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",29555,27435,5010,4565,17.0,16.6,-0.4
"1206","Lunenburg","County","Nova Scotia","12",4.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",8460,11660,1520,2445,18.0,21.0,3.0
"1206","Lunenburg","County","Nova Scotia","12",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",46330,46210,3345,2630,7.2,5.7,-1.5
"1206","Lunenburg","County","Nova Scotia","12",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",8310,7115,650,540,7.8,7.6,-0.2
"1206","Lunenburg","County","Nova Scotia","12",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2110,2140,175,155,8.3,7.2,-1.1
"1206","Lunenburg","County","Nova Scotia","12",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",29555,27430,2445,1920,8.3,7.0,-1.3
"1206","Lunenburg","County","Nova Scotia","12",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",8465,11660,245,175,2.9,1.5,-1.4
"1207","Kings","County","Nova Scotia","12",4.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",58855,59165,11215,10965,19.1,18.5,-0.6
"1207","Kings","County","Nova Scotia","12",4.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",13000,11115,3205,2625,24.7,23.6,-1.1
"1207","Kings","County","Nova Scotia","12",4.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3505,3520,1050,955,30.0,27.1,-2.9
"1207","Kings","County","Nova Scotia","12",4.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",37095,36075,6695,6045,18.0,16.8,-1.2
"1207","Kings","County","Nova Scotia","12",4.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",8760,11975,1320,2295,15.1,19.2,4.1
"1207","Kings","County","Nova Scotia","12",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",58825,59165,5165,3830,8.8,6.5,-2.3
"1207","Kings","County","Nova Scotia","12",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",12970,11110,1290,835,9.9,7.5,-2.4
"1207","Kings","County","Nova Scotia","12",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3490,3515,415,320,11.9,9.1,-2.8
"1207","Kings","County","Nova Scotia","12",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",37095,36070,3605,2790,9.7,7.7,-2.0
"1207","Kings","County","Nova Scotia","12",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",8760,11975,275,200,3.1,1.7,-1.4
"1208","Hants","County","Nova Scotia","12",3.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",39550,40965,5625,6350,14.2,15.5,1.3
"1208","Hants","County","Nova Scotia","12",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",8865,8285,1635,1720,18.4,20.8,2.4
"1208","Hants","County","Nova Scotia","12",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2525,2595,535,605,21.2,23.3,2.1
"1208","Hants","County","Nova Scotia","12",3.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",25475,25520,3235,3305,12.7,13.0,0.3
"1208","Hants","County","Nova Scotia","12",3.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",5205,7160,750,1325,14.4,18.5,4.1
"1208","Hants","County","Nova Scotia","12",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",39535,40965,2645,2150,6.7,5.2,-1.5
"1208","Hants","County","Nova Scotia","12",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",8845,8285,775,580,8.8,7.0,-1.8
"1208","Hants","County","Nova Scotia","12",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2520,2595,215,210,8.5,8.1,-0.4
"1208","Hants","County","Nova Scotia","12",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",25475,25515,1805,1475,7.1,5.8,-1.3
"1208","Hants","County","Nova Scotia","12",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",5210,7155,65,90,1.2,1.3,0.1
"1209","Halifax","County","Nova Scotia","12",3.7,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",367785,397370,53470,58825,14.5,14.8,0.3
"1209","Halifax","County","Nova Scotia","12",3.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",74950,72900,13630,13690,18.2,18.8,0.6
"1209","Halifax","County","Nova Scotia","12",3.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",21845,23870,4420,5085,20.2,21.3,1.1
"1209","Halifax","County","Nova Scotia","12",3.7,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",250690,264835,35375,38000,14.1,14.3,0.2
"1209","Halifax","County","Nova Scotia","12",3.7,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",42145,59635,4470,7135,10.6,12.0,1.4
"1209","Halifax","County","Nova Scotia","12",3.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",367660,397370,39855,38240,10.8,9.6,-1.2
"1209","Halifax","County","Nova Scotia","12",3.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",74830,72900,8895,7790,11.9,10.7,-1.2
"1209","Halifax","County","Nova Scotia","12",3.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",21770,23870,3040,2985,14.0,12.5,-1.5
"1209","Halifax","County","Nova Scotia","12",3.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",250690,264835,29385,28880,11.7,10.9,-0.8
"1209","Halifax","County","Nova Scotia","12",3.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",42145,59640,1570,1570,3.7,2.6,-1.1
"1210","Colchester","County","Nova Scotia","12",3.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",48735,48915,8730,9235,17.9,18.9,1.0
"1210","Colchester","County","Nova Scotia","12",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",10280,9135,2285,2195,22.2,24.0,1.8
"1210","Colchester","County","Nova Scotia","12",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2725,2780,670,815,24.6,29.3,4.7
"1210","Colchester","County","Nova Scotia","12",3.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",30735,29640,5260,5030,17.1,17.0,-0.1
"1210","Colchester","County","Nova Scotia","12",3.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",7720,10140,1185,2010,15.3,19.8,4.5
"1210","Colchester","County","Nova Scotia","12",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",48720,48920,3980,3265,8.2,6.7,-1.5
"1210","Colchester","County","Nova Scotia","12",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",10265,9135,945,705,9.2,7.7,-1.5
"1210","Colchester","County","Nova Scotia","12",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2725,2780,250,260,9.2,9.4,0.2
"1210","Colchester","County","Nova Scotia","12",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",30730,29640,2845,2440,9.3,8.2,-1.1
"1210","Colchester","County","Nova Scotia","12",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",7720,10145,190,120,2.5,1.2,-1.3
"1211","Cumberland","County","Nova Scotia","12",4.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",31110,29220,6795,6670,21.8,22.8,1.0
"1211","Cumberland","County","Nova Scotia","12",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",6175,4950,1950,1540,31.6,31.1,-0.5
"1211","Cumberland","County","Nova Scotia","12",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1680,1385,605,535,36.0,38.6,2.6
"1211","Cumberland","County","Nova Scotia","12",4.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",18915,16985,3780,3330,20.0,19.6,-0.4
"1211","Cumberland","County","Nova Scotia","12",4.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",6025,7280,1070,1800,17.8,24.7,6.9
"1211","Cumberland","County","Nova Scotia","12",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",31110,29220,2865,2185,9.2,7.5,-1.7
"1211","Cumberland","County","Nova Scotia","12",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",6175,4955,715,550,11.6,11.1,-0.5
"1211","Cumberland","County","Nova Scotia","12",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1680,1385,205,195,12.2,14.1,1.9
"1211","Cumberland","County","Nova Scotia","12",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",18915,16985,2020,1510,10.7,8.9,-1.8
"1211","Cumberland","County","Nova Scotia","12",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",6025,7280,125,125,2.1,1.7,-0.4
"1212","Pictou","County","Nova Scotia","12",4.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",45330,42405,8500,7985,18.8,18.8,0.0
"1212","Pictou","County","Nova Scotia","12",4.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",9100,7695,2240,1900,24.6,24.7,0.1
"1212","Pictou","County","Nova Scotia","12",4.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2535,2250,750,655,29.6,29.1,-0.5
"1212","Pictou","County","Nova Scotia","12",4.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",28990,25390,5060,4280,17.5,16.9,-0.6
"1212","Pictou","County","Nova Scotia","12",4.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",7240,9325,1200,1805,16.6,19.4,2.8
"1212","Pictou","County","Nova Scotia","12",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",45305,42405,3760,2715,8.3,6.4,-1.9
"1212","Pictou","County","Nova Scotia","12",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",9080,7690,930,630,10.2,8.2,-2.0
"1212","Pictou","County","Nova Scotia","12",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2530,2250,360,220,14.2,9.8,-4.4
"1212","Pictou","County","Nova Scotia","12",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",28990,25385,2670,1955,9.2,7.7,-1.5
"1212","Pictou","County","Nova Scotia","12",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",7235,9325,160,135,2.2,1.4,-0.8
"1213","Guysborough","County","Nova Scotia","12",5.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",8940,7505,2320,1640,26.0,21.9,-4.1
"1213","Guysborough","County","Nova Scotia","12",5.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",1505,1085,540,265,35.9,24.4,-11.5
"1213","Guysborough","County","Nova Scotia","12",5.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",385,295,125,90,32.5,30.5,-2.0
"1213","Guysborough","County","Nova Scotia","12",5.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",5590,4160,1280,715,22.9,17.2,-5.7
"1213","Guysborough","County","Nova Scotia","12",5.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",1845,2260,500,660,27.1,29.2,2.1
"1213","Guysborough","County","Nova Scotia","12",5.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",8935,7505,600,375,6.7,5.0,-1.7
"1213","Guysborough","County","Nova Scotia","12",5.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",1505,1085,125,80,8.3,7.4,-0.9
"1213","Guysborough","County","Nova Scotia","12",5.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",380,295,35,30,9.2,10.2,1.0
"1213","Guysborough","County","Nova Scotia","12",5.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",5590,4160,440,275,7.9,6.6,-1.3
"1213","Guysborough","County","Nova Scotia","12",5.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",1845,2260,35,20,1.9,0.9,-1.0
